凤凰中文,http://xtvantsc.xyz/fhx.php?id=2
26.73ms,哈哈炫動,https://t.freetv.fun/live/ha-ha-xuan-dong-3.m3u8
26.73ms,KBS N SPORTS,https://t.freetv.fun/live/n-sports-1.m3u8
26.73ms,[BD]广东珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-3.m3u8
26.73ms,[BD]湖南卫视,https://t.freetv.fun/live/hu-nan-wei-shi-7.m3u8
26.73ms,[HD]tv3,https://t.freetv.fun/live/tv3.m3u8
26.74ms,广东珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-gao-qing-15.m3u8
26.74ms,CCTV12,https://stream1.freetv.fun/c1158e9f574adaa9f9b0e6416e9e0f0077b18a48d85c31c916d87bf60790c74d.m3u8
26.74ms,TV,https://t.freetv.fun/live/tu-tv.m3u8
26.74ms,Hollywood[geo-blocked],https://t.freetv.fun/live/young-hollywood.m3u8
26.74ms,[BD]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-8.m3u8
26.74ms,[VGA]汕尾综合高清,https://t.freetv.fun/live/shan-wei-zong-he-gao-qing-22.m3u8
26.75ms,广东体育,https://t.freetv.fun/live/yan-dong-ti-yu-10.m3u8
26.75ms,NG Federal (720p),http://www.coninfo.net:1935/tvlink/live/playlist.m3u8
26.75ms,Disney Channel(IN),https://t.freetv.fun/live/disney-channel-7.m3u8
26.75ms,TV4 Film Sweden,https://t.freetv.fun/live/tv4-1.m3u8
26.75ms,[SD]广西卫视,https://t.freetv.fun/live/yan-xi-wei-shi-6.m3u8
26.76ms,内蒙古卫视,https://stream1.freetv.fun/e870046f1026367600d5635ee82e391b7382381d975da8c95261f3b236fb44ce.m3u8
26.76ms,CCTV14,https://stream1.freetv.fun/bc531e821958f0ef54aa8db7c21b4d6ff4f24b302caa6659b0900e901e29bda2.m3u8
26.76ms,Sky Sport F1 HD  (IT),https://t.freetv.fun/live/sky-sport-mmotogp-hd.m3u8
26.76ms,[BD]广东体育,https://t.freetv.fun/live/yan-dong-ti-yu-5.m3u8
26.77ms,广州综合,https://t.freetv.fun/live/yan-zhou-zong-he.m3u8
26.77ms,CCTV6,https://stream1.freetv.fun/b970ab53c28abddbbf21028b034a39dccc46ac6ec60cbf3b5fe037b294758b7f.m3u8
26.77ms,黑龙江卫视,https://stream1.freetv.fun/cba6a614d471d42dba705ad37a5b5ad7c1a501824a31b9b575b0a87c537d0450.m3u8
26.77ms,新疆卫视,https://stream1.freetv.fun/6ea4445c3521d696ed43bfab2cfe456dbb13de421d02f6ea1fedda765886a134.m3u8
26.77ms,CCTV第一劇場,https://t.freetv.fun/live/cctv-di-yi-ju-chang-3.m3u8
26.77ms,汕頭綜合,https://t.freetv.fun/live/shan-tou-zong-he-gao-qing-5.m3u8
26.77ms,LIFESTYLE TV,https://t.freetv.fun/live/biznet-lifestyle.m3u8
26.77ms,[HD]lider tv,https://t.freetv.fun/live/lider-tv-1.m3u8
26.78ms,CCTV11,https://stream1.freetv.fun/883cf5ed5a80c6930564927ac008c9239378987db7d355ae42e6634b9dc86bbc.m3u8
26.78ms,廣東新聞,https://t.freetv.fun/live/yan-dong-xin-wen-gao-qing-13.m3u8
26.78ms,江西衛視,https://t.freetv.fun/live/jiang-xi-wei-shi-9.m3u8
26.78ms,Sony Channel,https://t.freetv.fun/live/sony-channel.m3u8
26.78ms,CHANNEL [V],https://t.freetv.fun/live/channel-y.m3u8
26.78ms,[SD]吉林卫视,https://t.freetv.fun/live/ji-lin-wei-shi-18.m3u8
26.78ms,[BD]云南卫视,https://t.freetv.fun/live/yun-nan-wei-shi-15.m3u8
26.79ms,CCTV2,https://stream1.freetv.fun/ada063c76ea9d561f08284d973fd7ef10fabf4ed18f2af169cdddd85a4b51113.m3u8
26.79ms,上海新聞綜合,https://t.freetv.fun/live/shang-hai-xin-wen-zong-he.m3u8
26.79ms,遼寧衛視,https://t.freetv.fun/live/liao-zhu-wei-shi-12.m3u8
26.79ms,[BD]fx,https://t.freetv.fun/live/fx.m3u8
26.79ms,[VGA]象山新闻综合,https://t.freetv.fun/live/xiang-shan-xin-wen-zong-he.m3u8
26.79ms,[BD]tv2,https://t.freetv.fun/live/tv2.m3u8
26.79ms,[BD]al jazeera english,https://t.freetv.fun/live/al-jazeera-english.m3u8
26.80ms,安徽卫视,https://stream1.freetv.fun/628f836552ae45288a839fd956c4e358ed2a16c7082ee854f37c299abfba9803.m3u8
26.80ms,三沙衛視,https://t.freetv.fun/live/san-sha-wei-shi-4.m3u8
26.80ms,汕頭經濟生活,https://t.freetv.fun/live/shan-tou-sheng-huo-gao-qing-4.m3u8
26.80ms,[BD]itv brazil,https://t.freetv.fun/live/itv-brazil.m3u8
26.80ms,[BD]mbc america,https://t.freetv.fun/live/mbc-america.m3u8
26.81ms,CHC动作电影,https://stream1.freetv.fun/413df533cc2d866bacdc87729814e66f4cf836c13b12ed783b54345fd012c6c8.m3u8
26.81ms,黑龙江卫视,https://stream1.freetv.fun/e2f2e1a310ae7cb86f8cd423017947546e8dd0dbc0b4d9600d9586326509f362.m3u8
26.81ms,深圳衛視,https://t.freetv.fun/live/shen-zhen-wei-shi-27.m3u8
26.81ms,遼寧衛視,https://t.freetv.fun/live/liao-zhu-wei-shi-13.m3u8
26.81ms,Sada Channel,https://t.freetv.fun/live/musawachannel.m3u8
26.81ms,Channel 8,https://t.freetv.fun/live/channel-one-plus-8.m3u8
26.81ms,History(USA),https://t.freetv.fun/live/history-2.m3u8
26.81ms,[BD]chef tv,https://t.freetv.fun/live/chef-tv.m3u8
26.81ms,[VGA]三沙卫视,https://t.freetv.fun/live/san-sha-wei-shi-9.m3u8
26.82ms,CCTV10,https://stream1.freetv.fun/47f2da5e9e93a257e9c47aeccfacef9ddb6665ab0752caa93aa4c6e3583ec64f.m3u8
26.82ms,四川卫视,https://stream1.freetv.fun/afdc38e58290c4d7c18a29077299ff3b1e4219cf804a616c7743063427a42eb0.m3u8
26.82ms,贵州卫视,https://stream1.freetv.fun/be180b523d2a803865df067773d0fa81e4bad55a68bcf0c90b47ea2853a91a91.m3u8
26.82ms,黑龙江卫视,https://stream1.freetv.fun/15aefa6c1cecc2201a0ddbf7d0854e81e06aa6e3d5bf6e7bdf3114c4b4fbdd8f.m3u8
26.82ms,内蒙古卫视,https://stream1.freetv.fun/941af3ddd82bf3d1d99b4a03413a057faffbe9e21b0eeb16449e28a5c59d7e5f.m3u8
26.82ms,大灣區衛視,https://t.freetv.fun/live/da-wan-qu-wei-shi-6.m3u8
26.82ms,Rai Italia,https://t.freetv.fun/live/rai-italia-americas.m3u8
26.82ms,TCCTV-2,https://t.freetv.fun/live/cctv-2cai-jing-3.m3u8
26.82ms,[BD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-7.m3u8
26.82ms,[BD]tv3,https://t.freetv.fun/live/tv3-1.m3u8
26.82ms,[BD]eko tv,https://t.freetv.fun/live/eko-tv-1.m3u8
26.83ms,天津衛視,https://t.freetv.fun/live/tian-jin-wei-shi-1.m3u8
26.83ms,如東新聞綜合,https://t.freetv.fun/live/dong-wan-xin-wen-zong-he-2.m3u8
26.83ms,news HD,https://t.freetv.fun/live/sabc-news-1.m3u8
26.83ms,TV,https://t.freetv.fun/live/fb-tv-1.m3u8
26.83ms,[BD]azteca internacional,https://t.freetv.fun/live/azteca-internacional-1.m3u8
26.83ms,[BD]voa tv,https://t.freetv.fun/live/voa-tv.m3u8
26.84ms,广东卫视,https://stream1.freetv.fun/8ef6435bcdd83e12ef928e4ac5f72f2a2c4cb216bebaa6bcd4f34dc34c8761e5.m3u8
26.84ms,湖北卫视,https://stream1.freetv.fun/74f227e9a9b198441fcc03a5f503e5699c6f1ae09a19084b02bb0830a200aac1.m3u8
26.84ms,湖北卫视,https://stream1.freetv.fun/c1d6ab376c99f7726298b846dc6790c4791e01a8edf4ccb4bfafa6f8b92424d1.m3u8
26.84ms,CCTV第一劇場,https://t.freetv.fun/live/cctv-di-yi-ju-chang-2.m3u8
26.84ms,上海新聞綜合,https://t.freetv.fun/live/shang-hai-xin-wen-zong-he-2.m3u8
26.84ms,廣東影視,https://t.freetv.fun/live/yan-dong-ying-shi-gao-qing-12.m3u8
26.84ms,湛江新聞綜合,https://t.freetv.fun/live/jiang-xia-xin-wen-zong-he-4.m3u8
26.84ms,SONY,https://t.freetv.fun/live/cine-sony.m3u8
26.84ms,Hollywire,https://t.freetv.fun/live/hollywire-720p.m3u8
26.84ms,CCTV1(RTHK33),https://t.freetv.fun/live/cctv1hd-5.m3u8
26.84ms,[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-15.m3u8
26.84ms,[BD]潮州综合高清,https://t.freetv.fun/live/chao-zhou-zong-he-gao-qing-10.m3u8
26.84ms,[BD]云南卫视,https://t.freetv.fun/live/yun-nan-wei-shi-23.m3u8
26.85ms,广东新闻,https://t.freetv.fun/live/yan-dong-xin-wen-gao-qing-10.m3u8
26.85ms,兰溪新闻综合,https://t.freetv.fun/live/lan-xi-xin-wen-zong-he.m3u8
26.85ms,广西卫视,https://stream1.freetv.fun/ea0d1b1fd3dead4ce62ebea5bb153d4db39617a5e0e37af009e5207049b17cfd.m3u8
26.85ms,金鷹紀實,https://t.freetv.fun/live/jin-ying-ji-shi-3.m3u8
26.85ms,[VGA]嘉兴新闻综合,https://t.freetv.fun/live/jia-xing-xin-wen-zong-he-4.m3u8
26.85ms,[BD]云南卫视,https://t.freetv.fun/live/yun-nan-wei-shi-24.m3u8
26.85ms,[BD]丽水新闻综合,https://t.freetv.fun/live/li-shui-xin-wen-zong-he-2.m3u8
26.86ms,Now 80s (720p),https://lightning-now80s-samsungnz.amagi.tv/playlist720p.m3u8
26.86ms,宁夏卫视,https://stream1.freetv.fun/604a89d5b8435495121df16f5f0cb8f8322c7f8218c19d9cb30c23a18a902cdc.m3u8
26.86ms,安徽卫视,https://stream1.freetv.fun/aa9b31c1dbeffb511830532e0b8f1413b48dd2c61e59e843d19ba9fc3a073241.m3u8
26.86ms,新疆卫视,https://stream1.freetv.fun/a4ef36119e5da70e49e703d85d34434acb135628c9289b91dfffa6ab46bf0523.m3u8
26.86ms,湖北衛視,https://t.freetv.fun/live/hu-bei-wei-shi-14.m3u8
26.86ms,xite,https://t.freetv.fun/live/xite.m3u8
26.86ms,TV,https://t.freetv.fun/live/a7-tv.m3u8
26.86ms,[BD]chc影迷电影,https://t.freetv.fun/live/chcying-mi-dian-ying-7.m3u8
26.86ms,[BD]深圳卫视,https://t.freetv.fun/live/shen-zhen-wei-shi-8.m3u8
26.87ms,CHC家庭影院,https://t.freetv.fun/live/chcjia-ting-ying-yuan-7.m3u8
26.87ms,宜兴新闻,https://t.freetv.fun/live/yi-xing-xin-wen-1.m3u8
26.87ms,新疆卫视,https://stream1.freetv.fun/c07714b7f1004e17604d86e387852ba566545ab574aa511151b4c535c279e69b.m3u8
26.87ms,Action   (FR),https://t.freetv.fun/live/rev-n-action-1.m3u8
26.87ms,SKY SPORT CALCIO,https://t.freetv.fun/live/sky-sport-calcio-uhd.m3u8
26.87ms,OMAN TV,https://t.freetv.fun/live/komsan-tv.m3u8
26.87ms,[BD]广东民生高清,https://t.freetv.fun/live/yan-dong-min-sheng-gao-qing-17.m3u8
26.87ms,[BD]广东珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-15.m3u8
26.87ms,[BD]经济科教高清,https://t.freetv.fun/live/jing-ji-ke-jiao-gao-qing-4.m3u8
26.88ms,CCTV10,https://stream1.freetv.fun/e80c42bf7edf60df8a31f6bd221d0798622512c7c3adc6f3fe2bae17dfed5b97.m3u8
26.88ms,东南卫视,https://stream1.freetv.fun/3295cda97e0d5804a6d7c4564289a50935677efa5f12de03bfe6d34e73109b04.m3u8
26.88ms,湖北卫视,https://stream1.freetv.fun/95a48ba741cb55df727c504cdfd501c65310a9ad60fdcdbb36ad8277d5790f27.m3u8
26.88ms,動漫秀場,https://t.freetv.fun/live/dong-man-xiu-chang-9.m3u8
26.88ms,NTV HD,https://t.freetv.fun/live/ntv.m3u8
26.88ms,Đồng Nai TV1,https://t.freetv.fun/live/th-dong-nai.m3u8
26.88ms,[BD]alawla tv,https://t.freetv.fun/live/alawla-tv.m3u8
26.89ms,五星体育,https://t.freetv.fun/live/wu-xing-ti-yu-1.m3u8
26.89ms,贵州卫视,https://stream1.freetv.fun/cc355cff5e64e929be202850ad548614c634aadb032518cdf95aa7ac68dc1a8d.m3u8
26.89ms,內蒙古衛視,https://t.freetv.fun/live/nei-meng-gu-wei-shi-1.m3u8
26.89ms,江蘇衛視,https://t.freetv.fun/live/jiang-su-wei-shi-17.m3u8
26.89ms,經典電影臺,https://t.freetv.fun/live/jing-dian-dian-ying-1.m3u8
26.89ms,[SD]云南卫视,https://t.freetv.fun/live/yun-nan-wei-shi-14.m3u8
26.90ms,安徽影视,https://t.freetv.fun/live/an-hui-ying-shi.m3u8
26.90ms,山东卫视,https://stream1.freetv.fun/439c7c000473ecacf69a76d07e5a2754ea71c4dd72438caa79aea3e0efda70d9.m3u8
26.90ms,CETV,https://t.freetv.fun/live/cetv4.m3u8
26.90ms,[BD]istv,https://t.freetv.fun/live/istv-2.m3u8
26.90ms,[VGA]东莞新闻综合,https://t.freetv.fun/live/dong-wan-xin-wen-zong-he-2.m3u8
26.90ms,[HD]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-3.m3u8
26.90ms,[HD]bethel tv,https://t.freetv.fun/live/bethel-tv.m3u8
26.91ms,新疆卫视,https://stream1.freetv.fun/38a7b62f90c723e1fc8be87904f40eceeaa656f1a58bcb0ad2f6301bda5452dc.m3u8
26.91ms,云南卫视,https://stream1.freetv.fun/8104a5c152a868defd1a5d14db7deb3203e05fbdd375c5de7e68240bf606f8ea.m3u8
26.91ms,[VGA]goodtv *
26.91ms,[BD]di tv,https://t.freetv.fun/live/di-tv.m3u8
26.92ms,湖北垄上,https://t.freetv.fun/live/hu-bei-long-shang.m3u8
26.92ms,CTi News,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
26.92ms,西藏卫视,https://stream1.freetv.fun/6968cf63ac68316f25e883aaab467d29db9285700f8d9a12ed20b593daa8b2d1.m3u8
26.92ms,遼寧衛視,https://t.freetv.fun/live/liao-zhu-wei-shi-23.m3u8
26.92ms,Paramount Network,https://t.freetv.fun/live/paramount-network-latin-america.m3u8
26.92ms,[BD]黑龙江卫视,https://t.freetv.fun/live/hei-long-jiang-wei-shi-16.m3u8
26.93ms,CCTV-10,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctv10&videoTVChannel=cctv10&P2PChannelID=pd://cctv_p2p_cctv10&tai=cctv10&VideoName=cctv10&channelID=cctv10
26.93ms,CCTV15,https://stream1.freetv.fun/648b7be65cb664f74ece6bf06fd0da367985b0f334507540fdbc65728052feee.m3u8
26.93ms,贵州卫视,https://stream1.freetv.fun/d8e5c4a4f4936b7f730ab700c209410da38ffac1e6b8b29b3953666499e52a2a.m3u8
26.93ms,優漫卡通,https://t.freetv.fun/live/you-man-qia-tong.m3u8
26.93ms,TV1,https://t.freetv.fun/live/ltv1-1.m3u8
26.93ms,[SD]浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-19.m3u8
26.93ms,[BD]潮州综合高清,https://t.freetv.fun/live/chao-zhou-zong-he-gao-qing-18.m3u8
26.93ms,[BD]axn latin america,https://t.freetv.fun/live/axn-latin-america.m3u8
26.94ms,东方卫视,https://stream1.freetv.fun/e3d4f185eb27d026fd51e6f45e4151ef3a2b76e097db4754a485865d9467aebc.m3u8
26.94ms,宁夏卫视,https://stream1.freetv.fun/40039676d37e53ccb6a0f96453991b56a72bfa3ed365f77dfe7afece235ad285.m3u8
26.94ms,云南卫视,https://stream1.freetv.fun/cb688c19071a370c4331aaff5272692ed50a3ab41c6f41854587e1a219a5f779.m3u8
26.94ms,東方衛視,https://t.freetv.fun/live/dong-fang-wei-shi-15.m3u8
26.94ms,貴州衛視,https://t.freetv.fun/live/gui-zhou-wei-shi-11.m3u8
26.94ms,CGTN(Spain),https://t.freetv.fun/live/cgtn-1.m3u8
26.94ms,[SD]兵团卫视,https://t.freetv.fun/live/bing-tuan-wei-shi-11.m3u8
26.94ms,[BD]北京卫视,https://t.freetv.fun/live/bei-jing-wei-shi-11.m3u8
26.95ms,海南卫视,https://stream1.freetv.fun/3a6569cd256210f6ab2e3d5c81f2f81fd684349704bfb1ad0ab6ba7a317588a2.m3u8
26.95ms,凤凰卫视,https://stream1.freetv.fun/08e5440bb83a804440e341ae792cffc38d6844b04d5a2c7a4fc5ee04a6fe6bc6.m3u8
26.95ms,东南卫视,https://stream1.freetv.fun/a7c533ff91bfe374c28f5e6bf83d4abfb32c1ef0d50ab5d9e524ccf58e10f991.m3u8
26.95ms,海南卫视,https://stream1.freetv.fun/fb1d0f729749f8b3c605962ba1033c627c55f4dc7c38a5f4a8f65e3ed0d1b814.m3u8
26.95ms,廣東民生,https://t.freetv.fun/live/yan-dong-min-sheng-gao-qing-13.m3u8
26.95ms,天映頻道(MAS),https://t.freetv.fun/live/tian-ying.m3u8
26.95ms,tv7 himlen,https://t.freetv.fun/live/himlen-tv7.m3u8
26.95ms,[SD]t24,https://t.freetv.fun/live/t24.m3u8
26.95ms,[SD]绍兴新闻,https://t.freetv.fun/live/shao-xing-xin-wen.m3u8
26.96ms,广东少儿,https://t.freetv.fun/live/yan-dong-shao-er-9.m3u8
26.96ms,翡翠,https://t.freetv.fun/live/fei-cui-3.m3u8
26.96ms,CCTV2,https://stream1.freetv.fun/2396be1ac936b1b7a08d5b984d952a31c85f0d8e856b2615b4d8990e14076753.m3u8
26.96ms,CCTV3,https://stream1.freetv.fun/8e8c6b586c67d965e35c468bd6011876326c1b6a4c9aea7b5d9b0212e57af20c.m3u8
26.96ms,金鹰卡通,https://stream1.freetv.fun/49903af5e5fa7b3e3a0e029d6f5757c0dde5a588f4f4910975555563e5739604.m3u8
26.96ms,NHL Network,https://t.freetv.fun/live/nfl-network-1.m3u8
26.97ms,广东珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-gao-qing-2.m3u8
26.97ms,浙江钱江,https://t.freetv.fun/live/zhe-jiang-qian-jiang-du-shi-3.m3u8
26.97ms,深圳卫视,https://stream1.freetv.fun/050a5064b02266de9cb307e22340bde7b9869e556d26e034323423e07deb99d1.m3u8
26.97ms,Alkass Two,https://t.freetv.fun/live/alkass-two.m3u8
26.97ms,PET CLUB TV,https://t.freetv.fun/live/pet-club-tv.m3u8
26.97ms,ELTA體育4(備用),https://t.freetv.fun/live/delta-tv-2.m3u8
26.97ms,[SD]内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-21.m3u8
26.97ms,[HD]广东珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-19.m3u8
26.98ms,安徽卫视,https://stream1.freetv.fun/7b36934ffbf6a7ce148c03d0bf4aa3668c868f164404f5ba4baf91094c06d581.m3u8
26.98ms,TSN3,https://t.freetv.fun/live/tsn3.m3u8
26.98ms,上海都市,https://t.freetv.fun/live/shang-hai-du-shi-1.m3u8
26.98ms,Lifetime(TW),https://t.freetv.fun/live/lifetime.m3u8
26.99ms,青海卫视,https://stream1.freetv.fun/a4027c54f2c3b0e3ba6b7f3ac30c3b0484c92403303c0eb3b404b4bf93055b5f.m3u8
26.99ms,OTV (LB),https://t.freetv.fun/live/otv-1.m3u8
26.99ms,[HD]gloob,https://t.freetv.fun/live/gloob.m3u8
26.99ms,[HD]广西卫视,https://t.freetv.fun/live/yan-xi-wei-shi-21.m3u8
26.99ms,[BD]重庆卫视,https://t.freetv.fun/live/zhong-qing-wei-shi-2.m3u8
26.99ms,[BD]al jazeera,https://t.freetv.fun/live/al-jazeera.m3u8
27.00ms,CCTV15,https://stream1.freetv.fun/69daa798c45c1238c608e9adca741c5e6821b79090e5eaf871e9cf324adb7b11.m3u8
27.00ms,兵團衛視,https://t.freetv.fun/live/bing-tuan-wei-shi-1.m3u8
27.01ms,福建公共,https://t.freetv.fun/live/fu-jian-gong-gong-1.m3u8
27.01ms,CCTV17,https://stream1.freetv.fun/1316eecb8e0b4da4df15c1027663095f3479ac52479f8c8605da5c1509555414.m3u8
27.01ms,西藏卫视,https://stream1.freetv.fun/f8e8db518a6dfddd119d8b4ab6988e5e2b831145ef193422e8a4b3edfa0d92f4.m3u8
27.01ms,兵團衛視,https://t.freetv.fun/live/bing-tuan-wei-shi-10.m3u8
27.01ms,Discovery Science   (FR),https://t.freetv.fun/live/discovery-science.m3u8
27.01ms,天映頻道(MAS),https://t.freetv.fun/live/tian-ying-1.m3u8
27.02ms,广东珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-11.m3u8
27.02ms,CCTV11,https://stream1.freetv.fun/68c070855220396db2e41066321af8293ced387cb0158997b30c961f539a0433.m3u8
27.02ms,青海卫视,https://stream1.freetv.fun/9a53c90ec51b8f0c2be4dc03b71d82431e9806e8a7ecc9ec91acaf8c8251157c.m3u8
27.02ms,四川衛視,https://t.freetv.fun/live/si-chuan-wei-shi-4.m3u8
27.02ms,Future TV,https://t.freetv.fun/live/future-tv.m3u8
27.02ms,ШАНСОН ТВ,https://t.freetv.fun/live/shanson-tv.m3u8
27.03ms,CCTV4,https://stream1.freetv.fun/1bf0211b5baaa7f1430933ff2f78b4a1117b0f8e250a718adfba91a694024f4d.m3u8
27.03ms,CCTV11,https://stream1.freetv.fun/35afa74920f53491fd0b0d0b59d19ab68031b5ae3609ebf8371fd52e7102849b.m3u8
27.03ms,寧夏衛視,https://t.freetv.fun/live/zhu-xia-wei-shi-10.m3u8
27.03ms,New K-ID,https://t.freetv.fun/live/newkid4-1.m3u8
27.03ms,[HD]cbc,https://t.freetv.fun/live/cbc-2.m3u8
27.04ms,重庆卫视,https://stream1.freetv.fun/0ac1193cee60cff10162574344db89dfa7b137be99c86bc18ba567ec8db22c5e.m3u8
27.04ms,內蒙古衛視,https://t.freetv.fun/live/nei-meng-gu-wei-shi-14.m3u8
27.04ms,[BD]kino tv,https://t.freetv.fun/live/kino-tv-1-1.m3u8
27.05ms,浙江卫视,https://stream1.freetv.fun/72a0e9b3f0b9ffe0c25538f7c7a247ad13b6c88315ee5e0d9d2b8c48dd089067.m3u8
27.05ms,湖南卫视,https://stream1.freetv.fun/f2b4f1257679ac5705b60ad927003ba3615bfa2b88e85f60f77cea00c422b661.m3u8
27.05ms,金鷹卡通,https://t.freetv.fun/live/jin-ying-qia-tong-6.m3u8
27.05ms,[BD]chc动作电影,https://t.freetv.fun/live/chcdong-zuo-dian-ying-5.m3u8
27.05ms,[VGA]金鹰卡通,https://t.freetv.fun/live/jin-ying-qia-tong-2.m3u8
27.05ms,[HD]cablenoticias,https://t.freetv.fun/live/cablenoticias.m3u8
27.06ms,浙江经济生活,https://t.freetv.fun/live/zhe-jiang-jing-ji-sheng-huo-1.m3u8
27.06ms,CHC影迷电影,https://t.freetv.fun/live/chcying-mi-dian-ying-5.m3u8
27.06ms,CCTV14,https://stream1.freetv.fun/6dbe9409e344cd6ab113ba8cb1d0f675f7c9e00b968f8e80a5b2f344c22bb030.m3u8
27.06ms,东方卫视,https://stream1.freetv.fun/7e289f331f52384fae58e2989a59322326324c8031a19553720d72e60bbfe02c.m3u8
27.06ms,宁夏卫视,https://stream1.freetv.fun/0672dfd08568278cfb810bc97fec65e6f34067fed7aa88aa1c822dfdc955d382.m3u8
27.06ms,Беларусь 2,https://t.freetv.fun/live/belarus-24-2.m3u8
27.06ms,廣東衛視,https://t.freetv.fun/live/yan-dong-wei-shi-10.m3u8
27.06ms,Astro TVS,https://t.freetv.fun/live/tvs.m3u8
27.06ms,[BD]天津卫视,https://t.freetv.fun/live/tian-jin-wei-shi-6.m3u8
27.06ms,[BD]广东珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-8.m3u8
27.07ms,CCTV15,https://stream1.freetv.fun/1fb9b8c68cdc4c18d756b5fb61316915d0e4de2daa80ffd61508ad252acd7a66.m3u8
27.07ms,江西衛視,https://t.freetv.fun/live/jiang-xi-wei-shi-20.m3u8
27.07ms,[SD]西藏卫视,https://t.freetv.fun/live/xi-cang-wei-shi-3.m3u8
27.07ms,[BD]ant1 cyprus,https://t.freetv.fun/live/ant1-cyprus.m3u8
27.08ms,内蒙古卫视,https://stream1.freetv.fun/51578043dec8507b0980a4b182a4f33cec7ff4c3eab40e87c18a20baadecf223.m3u8
27.08ms,云南卫视,https://stream1.freetv.fun/30833828943dd863ae674e21ce2b071f6b9cea50e07fbcfe5c2a0ce16fa20dd2.m3u8
27.08ms,湖北衛視,https://t.freetv.fun/live/hu-bei-wei-shi-18.m3u8
27.08ms,[SD]宁夏卫视,https://t.freetv.fun/live/zhu-xia-wei-shi-12.m3u8
27.09ms,江西卫视,https://stream1.freetv.fun/89466e8806ac91fe9e047d3482b2e4a8b424dccceea5cfe01aa6bca0c7177502.m3u8
27.09ms,西藏卫视,https://stream1.freetv.fun/2e5aac0f2b8fe84e021e41bc84f0990ae44a267cbb5860ac86fec6a7570da6a3.m3u8
27.09ms,內江科教生活,https://t.freetv.fun/live/nei-jiang-ke-jiao-sheng-huo.m3u8
27.09ms,[BD]山东卫视,https://t.freetv.fun/live/shan-dong-wei-shi-23.m3u8
27.10ms,CCTV10,https://stream1.freetv.fun/702a248005dd0225d8ed1dfb970e3a9bf4c3c41c0369865e4844b6130b4ff0d0.m3u8
27.10ms,內蒙古衛視,https://t.freetv.fun/live/nei-meng-gu-wei-shi-3.m3u8
27.10ms,東方衛視,https://t.freetv.fun/live/dong-fang-wei-shi-4.m3u8
27.10ms,ON TV,https://t.freetv.fun/live/onni-tv.m3u8
27.10ms,Матч!,https://t.freetv.fun/live/match-arena-720p.m3u8
27.11ms,湖北卫视,https://stream1.freetv.fun/a0f73ea668a9a3a9300b9e8588af505375a0cc768d59a516d8cc42a93d628830.m3u8
27.11ms,TV Cultura,https://t.freetv.fun/live/tv-cultura.m3u8
27.11ms,RADIO 105 TV,https://t.freetv.fun/live/radio-51-tv.m3u8
27.11ms,MOLDOVA 1,https://t.freetv.fun/live/radio-moldova.m3u8
27.11ms,[SD]辉南新闻综合,https://t.freetv.fun/live/hui-nan-xin-wen-zong-he.m3u8
27.11ms,[BD]东方卫视,https://t.freetv.fun/live/dong-fang-wei-shi-17.m3u8
27.12ms,廣東珠江HD,https://t.freetv.fun/live/yan-dong-zhu-jiang-gao-qing-3.m3u8
27.12ms,海峽衛視,https://t.freetv.fun/live/hai-xia-wei-shi-5.m3u8
27.12ms,RT,https://t.freetv.fun/live/rt.m3u8
27.13ms,內蒙古衛視,https://t.freetv.fun/live/nei-meng-gu-wei-shi-12.m3u8
27.13ms,安徽衛視,https://t.freetv.fun/live/an-hui-wei-shi-4.m3u8
27.13ms,CBN Latino,https://t.freetv.fun/live/cinelatino-1.m3u8
27.13ms,TCCTV-2,https://t.freetv.fun/live/cctv-2hd-2.m3u8
27.13ms,TVBS FHD[geo-blocked],https://t.freetv.fun/live/tvbs-3.m3u8
27.13ms,[BD]安徽卫视,https://t.freetv.fun/live/an-hui-wei-shi-2.m3u8
27.13ms,[BD]浙江卫视,https://t.freetv.fun/live/zhe-jiang-wei-shi-11.m3u8
27.13ms,[HD]湖南教育,https://t.freetv.fun/live/hu-nan-jiao-yu-1.m3u8
27.13ms,[SD]贵州卫视,https://t.freetv.fun/live/gui-zhou-wei-shi-13.m3u8
27.13ms,[SD]陕西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-10-1.m3u8
27.13ms,[BD]陕西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-13.m3u8
